Parent Account ID,Account ID,OBH General Acct,Account Name,Program Name,Original Date of Licensure,SUD License Number,CS License Number,MH Designation,Phone,Fax,TDD/TTY,Billing Address Line 1,Billing City,County,Billing Zip/Postal Code,Billing State/Province,Hide Address,Provider Location Display Label,Website,Active SUD License,Active MH Designation,Opioid Treatment Programs,Residential Child Care Facility,Hospital,Community Mental Health Center,Community Mental Health Clinic,Psychiatric Residential,Substance Use Services,Mental Health Settings,Population Served,Accessibility,Fee(s),Languages Spoken,Hours of Operation Monday,Hours of Operation Tuesday,Hours of Operation Wednesday,Hours of Operation Thursday,Hours of Operation Friday,Hours of Operation Saturday,Hours of Operation Sunday,Outpatient - SU Services,Day Treatment (Partial Hospitalization),Intensive Outpatient - SU Services,Clinic Managed Low Intense Res Svcs,Clinic Managed Med Intense Res Svcs,Clinic Managed High Intense Res Svcs,Medically Monitored Intense Res Trtmt,Clinic Managed Residential Detox,Med Monitored Inpatient Detox,72-Hour Treatment & Evaluation,Acute Treatment Unit,Crisis Stabilization Unit,Day Treatment,Emergency,Intensive Outpatient,Outpatient,Residential Short Term Treatment,Residential Long Term Treatment,CIRCLE Program,MSO Affiliation,RAE,ASO,Alcohol & Drug Involuntary Commitment,General Treatment,DUI/DWI,Youth Treatment,Gender Responsive Ttmt for Women,Edu&Ttmt Svcs for Persons in CJS,Provider Directory Form Modified Date,lat,lon
0016100001H9zzEAAR,0016100001HA3r8AAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Denver Women's Correctional Facility,Denver Women's Correctional Facility (DWCF),8/15/2008,1325-03,,,(719) 226-4935,(719) 226-4307,,3600 Havana Street,Denver,Denver,80239,CO,0,"3600 Havana Street_BR_ENCODED_Denver, CO 80239",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,39.7651016,-104.8628834
0016100001H9zzEAAR,0016100001HA3zaAAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - FMCC,Four Mile Correctional Center (FMCC),8/15/2008,1325-17,,,(719) 226-4935,(719) 226-4307,,57500 E. HWY 50 & Evans Blvd.,Canon City,Fremont,81215,CO,0,"57500 E. HWY 50 & Evans Blvd._BR_ENCODED_Canon City, CO 81215",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,6/13/2022 12:00 PM,38.435,-105.15614
0016100001H9zzEAAR,0016100001HA3l6AAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Fremont Correctional Facility (FCF),Fremont Correctional Facility (FCF),8/15/2008,1325-09,,,(719) 226-4935,(719) 226-4307,,57500 E. HWY 50 & Evans Blvd.,Canon City,Fremont,81215,CO,0,"57500 E. HWY 50 & Evans Blvd._BR_ENCODED_Canon City, CO 81215",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Day Treatment (Partial Hospitalization); Medically Monitored Intensive Residential Treatment,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,38.435,-105.15614
0016100001H9zzEAAR,0016100001HA3i7AAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - LaVista Correctional Facility,LaVista Correctional Facility (LVCF),8/15/2008,1325-13,,,(719) 226-4935,(719) 226-4307,,1401 W. 17th Street,Pueblo,Pueblo,81003,CO,0,"1401 W. 17th Street_BR_ENCODED_Pueblo, CO 81003",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,38.2849105,-104.6296794
0016100001H9zzEAAR,0016100001HA3kUAAT,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Limon Correctional Facility,Limon Correctional Facility (LCF),8/15/2008,1325-18,,,(719) 226-4935,(719) 226-4307,,49030 CO-71,Limon,Elbert,80826,CO,0,"49030 CO-71_BR_ENCODED_Limon, CO 80826",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,39.216573,-103.693134
0016100001H9zzEAAR,0016100001HA3b8AAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - San Carlos Correctional Facility,San Carlos Correctional Facility (SCCF),8/15/2008,1325-06,,,(719) 226-4935,(719) 226-4307,,1410 W 13th St,Pueblo,Fremont,81003,CO,0,"1410 W 13th St_BR_ENCODED_Pueblo, CO 81003",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,38.2860196,-104.6292732
0016100001H9zzEAAR,0016100001HA3fTAAT,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Sterling Correctional Facility,Sterling Correctional Facility (SCF),8/15/2008,1325-12,,,(719) 226-4935,(719) 226-4307,,12101 CO-61,Sterling,Washington,80751,CO,0,"12101 CO-61_BR_ENCODED_Sterling, CO 80751",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,40.6114047,-103.1623202
0016100001H9zzEAAR,0016100001HA3vFAAT,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Trinidad Correctional Facility (TCF),Trinidad Correctional Facility (TCF),8/15/2008,1325-16,,,(719) 226-4935,(719) 226-4307,,21000 HWY 350 East,Model,Las Animas,81059,CO,0,"21000 HWY 350 East_BR_ENCODED_Model, CO 81059",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,6/13/2022 12:00 PM,37.3722372,-104.2449743
0016100001H9zzEAAR,0016100001HA3i6AAD,Colorado Department of Corrections - General Account,Colorado Department of Corrections - Youthful Offender System,Youthful Offender System (YOS),8/15/2008,1325-14,,,(719) 226-4935,(719) 226-4307,,1300 W 13th St,Pueblo,Pueblo,81003,CO,0,"1300 W 13th St_BR_ENCODED_Pueblo, CO 81003",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,6/13/2022 12:00 PM,38.278667,-104.6277212
0016100001HA016AAD,0016100001HA3trAAD,"Colorado Family Counseling, Inc. - General Account","Colorado Family Counseling, Inc. - Edwards",Colorado Family Counseling - Edwards,8/15/1998,1392-02,,,(970) 379-5790,(970) 328-2637,,0069 Access Rd  Suite 11-3,Edwards,Eagle,81632,CO,0,"0069 Access Rd  Suite 11-3_BR_ENCODED_Edwards, CO 81632",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,39.644986,-106.5942
0016100001HA016AAD,0016100001HA3jIAAT,"Colorado Family Counseling, Inc. - General Account","Colorado Family Counseling, Inc - Carbondale",Colorado Family Counseling - Carbondale,8/15/1998,1392-00,,,(970) 963-5914,,,1101 Village Rd Suite UL6C,Carbondale,Garfield,81623,CO,0,"1101 Village Rd Suite UL6C_BR_ENCODED_Carbondale, CO 81623",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,6/23/2022 1:58 PM,39.4086983,-107.219681
0016100001HA016AAD,0016100001HA3oUAAT,"Colorado Family Counseling, Inc. - General Account","Colorado Family Counseling, Inc - Eagle",Colorado Family Counseling - Eagle,10/15/1998,1392-01,,,(970) 379-5790,,,283 West Vista Drive,Silt,Eagle,81652,CO,1,Please contact this provider directly for location,,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,6/23/2022 1:59 PM,,
0016100001HA016AAD,0016100001HA3tpAAD,"Colorado Family Counseling, Inc. - General Account","Colorado Family Counseling, Inc - Glenwood Springs","Colorado Family Counseling, Inc - Glenwood Springs",9/14/2011,1392-06,,,(970) 379-5790,,,818 Colorado Avenue - LL 105,Glenwood Springs,Garfield,81601,CO,0,"818 Colorado Avenue - LL 105_BR_ENCODED_Glenwood Springs, CO 81601",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Offender; Minors/Adolescents; Clients referred from Court/Judicial System,,Self Pay,English; Spanish,5:00PM - 9:00PM,5:00PM - 9:00PM,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,6/23/2022 2:01 PM,39.5459702,-107.3254312
0016100001HA016AAD,0016100001HA3tiAAD,"Colorado Family Counseling, Inc. - General Account","Colorado Family Counseling, Inc - Rifle",Colorado Family Counseling - Rifle,,1392-07,,,(970) 379-5790,(970) 328-2637,,"111 3rd Street, Suite 216",Rifle,Garfield,81650,CO,0,"111 3rd Street, Suite 216_BR_ENCODED_Rifle, CO 81650",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,39.5313515,-107.7828215
0014M00001mQhrrQAC,0014M00001mQrXvQAK,Colorado Medication Assisted Recovery - General Account,"Colorado Medication Assisted Recovery, LLC - Fox",Colorado Medication Assisted Recovery,6/2/2020,2244-01,277,,(928) 277-7209,7203989645,,8800 Fox Drive,Thornton,Adams,80260,CO,0,"8800 Fox Drive_BR_ENCODED_Thornton, CO 80260",https://www.colorado-recovery.com,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment,,LGBT; Men; Older Adults; Pregnant Women; Women,Wheelchair,Private Insurance; Self Pay,English,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,6/4/2022 5:46 PM,39.857064,-104.9935142
0016100001H9zwYAAR,0016100001HA3t0AAD,Colorado Mental Health Institute - General Account,Colorado Mental Health Institute - Ft. Logan,,,,,1903-00,(303) 866-7094,(303) 866-7038,,3520 W. Oxford Avenue,Denver,Denver,80236,CO,0,"3520 W. Oxford Avenue_BR_ENCODED_Denver, CO 80236",,0,1,0,0,1,0,0,0,,Hospital; Residential Short Term Treatment; Psychiatric Residential,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,5/19/2022 11:26 AM,39.6415947,-105.0335071
0016100001H9zxmAAB,0016100001HA3szAAD,Colorado Mental Health Institute - General Account,Colorado Mental Health Institute - Pueblo,Colorado Mental Health Institute - Pueblo,,,,1904-00,(719) 546-4000,(719) 546-4770,,1600 West 24th Street,Pueblo,Pueblo,81003,CO,0,"1600 West 24th Street_BR_ENCODED_Pueblo, CO 81003",,0,1,0,0,1,0,0,0,,Hospital; Emergency; Outpatient; 72-Hour Treatment & Evaluation,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,,,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,0,0,0,0,0,6/27/2022 6:31 PM,38.2891955,-104.6305446
0014M00001nSE3gQAG,0014M00001pymoiQAA,Colorado Therapy & Assessment Center - General Account,Colorado Therapy & Assessment Center - Bellaire,,,,,2267-01,,,,1777 S Bellaire St Ste 390,Denver,Denver,80222,CO,0,"1777 S Bellaire St Ste 390_BR_ENCODED_Denver, CO 80222",,0,1,0,0,0,0,1,0,,Community Mental Health Clinic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,0,0,0,0,0,,39.6844152,-104.9377513
0016100001HA0PaAAL,0016100001HA4R2AAL,Colorado Treatment Services LLC - General Account,Colorado Treatment Services LLC - Academy,"Colorado Treatment Services, Colorado Springs",2/20/2009,1648-00,229,,(719) 434-2061,(719) 434-2275,,5360 North Academy Drive,Colorado Springs,El Paso,80918,Colorado,0,"5360 North Academy Drive_BR_ENCODED_Colorado Springs, Colorado 80918",www.cotreatment.com,1,0,1,0,0,0,0,0,Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Medicaid; Self Pay; Sliding Fee Scale,English; Spanish,5:00AM - 12:30PM,5:00AM - 12:30PM,5:00AM - 12:30PM,5:00AM - 12:30PM,5:00AM - 12:30PM,6:00AM - 9:00AM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PT,,,,1,0,0,0,0,6/28/2022 1:20 PM,38.9054173,-104.7819768
0016100001HA0PaAAL,0016100001JgbNDAAZ,Colorado Treatment Services LLC - General Account,Colorado Treatment Services LLC - Greeley,,1/1/2018,1648-01,251,,(970) 978-4386,970-888-4386,,3400 W 16TH ST STE P,Greeley,Weld,80634,CO,0,"3400 W 16TH ST STE P_BR_ENCODED_Greeley, CO 80634",www.cotreatment.com,1,0,1,0,0,0,0,0,Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Medicaid; Self Pay,English,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,5:00AM - 12:00PM,5:30AM - 12:00PM,6:00AM - 9:00AM,6:00AM - 9:00AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PT,,,,1,0,0,0,0,6/28/2022 1:18 PM,40.4132397,-104.7341835
0016100001HA0PaAAL,0016100001JgbQgAAJ,Colorado Treatment Services LLC - General Account,Colorado Treatment Services LLC - Pueblo,,1/1/2018,1648-02,252,,(719) 621-1929,719-621-4974,,275 W. Abriendo Avenue,Pueblo,Pueblo,81004,CO,0,"275 W. Abriendo Avenue_BR_ENCODED_Pueblo, CO 81004",www.cotreatment.com,1,0,1,0,0,0,0,0,Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Medicaid; Self Pay,English; Spanish,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,6:00AM - 9:00AM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PT,,,,1,0,0,0,0,6/28/2022 1:26 PM,38.2613501,-104.6227692
0016100001HA013AAD,0016100001HA3hTAAT,Colorado Western Slope Counseling - General Account,Colorado Western Slope Counseling - 4th St.,Colorado Western Slope Counseling,10/4/2001,1381-02,,,(970) 874-9180,(970) 874-9806,,211 W 4th Street,Delta,Delta,81416,CO,0,"211 W 4th Street_BR_ENCODED_Delta, CO 81416",www.duiclassesdelta.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,HIV; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System,,Self Pay,English,9:00AM - 5:00PM,,9:00AM - 7:00PM,,9:00AM - 7:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,6/13/2022 12:00 PM,38.741826,-108.0726628
0016100001HA013AAD,0016100001HA3heAAD,Colorado Western Slope Counseling - General Account,Colorado Western Slope Counseling - Hwy 133,Colorado Western Slope Counseling,6/8/1998,1381-00,,,(970) 874-9180,(970) 874-9806,,42218 Hwy 133,Paonia,Delta,81428,CO,0,"42218 Hwy 133_BR_ENCODED_Paonia, CO 81428",www.duiclassesdelta.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System,,Self Pay,English,,9:00AM - 5:00PM,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,6/2/2022 8:50 AM,38.898916,-107.5664993
0016100001HA0QCAA1,0016100001HA4ChAAL,Colorado West Regional Mental Health Center - General Account,Colorado West Psychiatric Hospital DBA West Springs Hospital - 28 3/4 Road,West Springs Hospital,,,,1029-33,(970) 263-4918,(970) 683-7740,,515 28 3/4 Road- WSH,Grand Junction,Mesa,81501,CO,0,"515 28 3/4 Road- WSH_BR_ENCODED_Grand Junction, CO 81501",www.westspringshospital.org,0,1,0,0,1,0,0,0,,Hospital; Emergency; Outpatient; 72-Hour Treatment & Evaluation,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,12:00AM - 12:00AM,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,RM,Region 1: Rocky Mountain Health Plans,,0,0,0,0,0,5/24/2022 11:17 AM,39.0787712,-108.5207622
0016100001HA09QAAT,0016100001HA4RwAAL,Southwest Colorado Mental Health Center dba Axis Health System - General Account,Columbine Behavioral Healthcare - Axis Health System,,10/11/1994,1299-00,,1299-00,(970) 259-2162,(970) 247-5255,,"281 Sawyer Dr, Unit 100",Durango,La Plata,81303,CO,0,"281 Sawyer Dr, Unit 100_BR_ENCODED_Durango, CO 81303",www.axishealthsystem.org,1,1,0,0,0,1,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,WS,RM,Region 1: Rocky Mountain Health Plans,ASAM Level 1; ASAM Level 2.1,1,1,1,1,1,5/19/2022 1:38 PM,37.2422102,-107.8777101
0016100001HA04CAAT,0016100001HA3myAAD,"ComCor, Inc. - General Account","ComCor, Inc. - Roberts","ComCor, Inc. Choices",7/15/1999,1421-00,,,(719) 473-4460 Ext. 903,(719) 479-4468,,3615 Roberts Road,Colorado Springs,El Paso,80907,CO,0,"3615 Roberts Road_BR_ENCODED_Colorado Springs, CO 80907",www.comcor.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,Offender,,,English,7:00AM - 5:30PM,7:00AM - 5:30PM,7:00AM - 5:30PM,7:00AM - 5:30PM,7:00AM - 5:30PM,,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,6/22/2022 2:50 PM,38.8835923,-104.8176691
0016100001H9zxyAAB,0016100001HA40dAAD,Community Justice Services of Boulder County - General Account,Community Justice Services of Boulder County - 6 Street,Restoring Our Community,8/5/2004,1533-01,,,(720) 470-8159,(303) 441-4775,,1777 6 Street,Boulder,Boulder,80302,CO,0,"1777 6 Street_BR_ENCODED_Boulder, CO 80302",,1,0,0,0,0,0,0,0,Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Men; Clients referred from Court/Judicial System,Wheelchair,Self Pay,English,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,6/27/2022 12:00 PM,40.0143562,-105.2887003
0016100001H9zxyAAB,0016100001HA40cAAD,Community Justice Services of Boulder County - General Account,Community Justice Services of Boulder County - Kimbark,Restoring Our Community,11/24/2010,1533-02,,,(303) 441-4789,(303) 682-6858,,1035 Kimbark Street,Longmont,Boulder,80501,CO,0,"1035 Kimbark Street_BR_ENCODED_Longmont, CO 80501",,1,0,0,0,0,0,0,0,Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Men; Clients referred from Court/Judicial System,Wheelchair,Self Pay,English,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,,40.1770795,-105.101868
0016100001HA0Q9AAL,0016100001HA4BhAAL,Community Reach Center Inc - General Account,Community Reach Center - (Detox),Center for Detox Services,3/29/2017,1333-07,,,(303) 280-4000,(303) 280-4018,,2551 W. 84th Ave.,Westminster,Adams,80031,CO,0,"2551 W. 84th Ave._BR_ENCODED_Westminster, CO 80031",www.communityreachcenter.org,1,0,0,0,0,0,0,0,Clinically Managed Residential Detoxification,,HIV; Homeless; LGBT; Men; Military; Older Adults; Women; Offender; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Self Pay,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,5:00AM - 5:00AM,5:00AM - 5:00AM,5:00AM - 5:00AM,5:00AM - 5:00AM,5:00AM - 5:00AM,5:00AM - 5:00AM,5:00AM - 5:00AM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SG,,,ASAM Level 3.2WM,0,0,0,0,0,6/13/2022 12:00 PM,39.8500613,-105.0183018
0016100001HA0Q9AAL,0016100001HA4CTAA1,Community Reach Center Inc - General Account,Community Reach Center - 76 Ave.,Westminster Outpatient,6/14/2010,1333-05,,,(303) 853-3500,(303) 428-7791,,3031 West 76th Ave.,Westminster,Adams,80030,CO,0,"3031 West 76th Ave._BR_ENCODED_Westminster, CO 80030",www.communityreachcenter.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment,,American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,8:00AM - 5:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,CA,,,1,0,0,0,0,5/24/2022 8:30 AM,39.8349066,-105.0261999
0016100001HA0Q9AAL,0016100001HA4CSAA1,Community Reach Center Inc - General Account,Community Reach Center - 8989 Huron,Thornton Intake,6/14/2010,1333-06,,,(303) 853-3500,(303) 487-7240,,8989 Huron St.,Thornton,Adams,80260,CO,0,"8989 Huron St._BR_ENCODED_Thornton, CO 80260",www.communityreachcenter.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00AM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,CA,,,1,0,0,0,0,5/24/2022 8:38 AM,39.8590156,-104.9972659
0016100001HA0Q9AAL,0016100001HA4CWAA1,Community Reach Center Inc - General Account,Community Reach Center Inc - 72nd Ave.,Commerce City Outpatient,2/27/1996,1333-01,,,(303) 853-3500,(303) 289-6962,,4371 E. 72nd Ave.,Commerce City,Adams,80022,CO,0,"4371 E. 72nd Ave._BR_ENCODED_Commerce City, CO 80022",www.communityreachcenter.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,CA,,,1,0,0,0,0,5/24/2022 8:37 AM,39.8276266,-104.9369233
