X,Y,OBJECTID,Account_Name,Address,City,State,Zip,Phone,Substance_Use_Services,Mental_Health_Settings,Additional_Services,Languages_Spoken,Population_Served,Accessibility,Fees,Hours_Monday,Hours_Tuesday,Hours_Wednesday,Hours_Thursday,Hours_Friday,Hours_Saturday,Hours_Sunday,LATITUDE,LONGITUDE,COUNTY_GEOCODE,DATE_GEOCODED,DATA_SOURCE,DATASET_NAME
-104.839348,39.674252,856,"COACH Counseling Center, LLC - Troy",2323 S. Troy St. Bldg 5 #135,AURORA,Colorado,80014,(720) 357-8250,"Outpatient; DUI/DWI",,"Assessment and Referral; Recovery Services",English,"Men; Military; Older Adults; Women; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",Wheelchair,Self Pay,10:00AM - 5:00PM,10:00AM - 2:00PM,10:00AM - 5:00PM,10:00AM - 2:00PM,,7:00AM - 9:30AM,,39.674252,-104.839348,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.100121,39.681023,857,"Colorado Addictions Consulting, LLC",1978 S. Garrison St. Ste 110-112,Lakewood,Colorado,80227,(720) 379-6590,"Outpatient; DUI/DWI",,,English,Clients referred from Court/Judicial System,,Self Pay,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 2:00PM,9:00AM - 2:00PM,,39.681023,-105.100121,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.875946,37.247784,858,Colorado Addiction Treatment Services-OTP,72 Suttle St Suite M,Durango,Colorado,81303,(970) 828-3030,"Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy",,"Assessment and Referral; Co-occurring; Medication Assisted Therapy (MAT); Recovery Services; Drug or Alcohol Breath and Urine Screening",English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Medicaid; Private Insurance; Self Pay",7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 9:30AM,,37.247784,-107.875946,LA PLATA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.937111,39.682144,859,Colorado Assessment and Treatment Center,"4155 E Jewell Avenue, Unit 916",Denver,CO,80222,(303) 757-6019,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.682144,-104.937111,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.690735,40.4249530000001,860,Colorado Assessment and Treatment Center - 8th Ave.,"800 8th Ave, Suite 233",Greeley,CO,80631,(303) 757-6019,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Co-occurring; Recovery Services",English,,,"Medicaid; Self Pay",,,,,,,,40.424953,-104.690735,WELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.089081,40.5528030000001,861,Colorado Assessment and Treatment Center - Drake,"702 W. Drake Rd., Bldg E, Suite B102",Fort Collins,CO,80526,(970) 212-4771,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,40.552803,-105.089081,LARIMER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.987617,39.751476,862,Colorado Coalition for the Homeless - Champa,2111 Champa Street,Denver,CO,80205,(303) 312-9509,"Outpatient; General Treatment",,"Assessment and Referral; Co-occurring; Family Treatment; Medication Assisted Therapy (MAT); Trauma Specific; Recovery Services; Prevention Services; Peer Services","English; Spanish",Homeless,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,39.751476,-104.987617,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.986336,39.7509770000001,863,Colorado Coalition for the Homeless - Stout,2130 Stout Street,Denver,CO,80205,(303) 312-9509,"Outpatient; General Treatment",,"Assessment and Referral; Co-occurring; Medication Assisted Therapy (MAT); Trauma Specific; Recovery Services; Prevention Services; Peer Services","English; Spanish",Homeless,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",7:00AM - 4:00PM,7:00AM - 4:00PM,11:00AM - 7:00PM,7:00AM - 4:00PM,7:00AM - 4:00PM,,,39.750977,-104.986336,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.219093,39.4083630000001,864,"Colorado Family Counseling, Inc - Carbondale",1101 Village Rd Suite UL6C,Carbondale,CO,81623,(970) 963-5914,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.408363,-107.219093,GARFIELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.835823,39.647598,865,"Colorado Family Counseling, Inc - Eagle",50 King Road,Eagle,CO,81631,(970) 328-2042,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.647598,-106.835823,EAGLE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.293213,39.248512,866,"Colorado Family Counseling, Inc - Leadville",118 West 6th Street,Leadville,CO,80461,(970) 379-5790,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.248512,-106.293213,LAKE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.783493,39.5315250000001,867,"Colorado Family Counseling, Inc - Rifle","111 3rd Street, Suite 216",Rifle,CO,81650,(970) 379-5790,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.531525,-107.783493,GARFIELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.033424,39.642212,868,Colorado Mental Health Institute - Ft. Logan,3520 W. Oxford Avenue,Denver,CO,80236,(303) 866-7066,,"Residential Short Term Treatment; Psychiatric Residential",,,,,,,,,,,,,39.642212,-105.033424,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.627625,38.2909700000001,869,Colorado Mental Health Institute - Pueblo,1600 West 24th Street,Pueblo,CO,81003,(719) 546-4000,,"Hospital; Emergency; Outpatient; 72-Hour Treatment & Evaluation",,,,,,,,,,,,,38.29097,-104.627625,PUEBLO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.781303,38.9066770000001,870,Colorado Treatment Services LLC - Academy,5360 North Academy Drive,Colorado Springs,Colorado,80918,(719) 434-2061,"Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy",,Medication Assisted Therapy (MAT),"English; Spanish",,Wheelchair,"Medicaid; Self Pay",,,,,,,,38.906677,-104.781303,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.707787,40.412964,871,Colorado Treatment Services LLC Greeley,1624 17th Avenue,Greeley,CO,80631,(970) 978-4386,"Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy",,Drug or Alcohol Breath and Urine Screening,English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women",Wheelchair,Medicaid,5:00AM - 12:00PM,5:00AM - 12:00PM,5:00AM - 12:00PM,5:00AM - 12:00PM,5:00AM - 12:00PM,6:00AM - 9:00AM,6:00AM - 9:00AM,40.412964,-104.707787,WELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.623032,38.261303,872,Colorado Treatment Services LLC Pueblo,275 W. Abriendo Avenue,Pueblo,CO,81004,(719) 621-1929,"Opioid Treatment Programs; Outpatient; General Treatment; Medication Assisted Therapy",,,,,,,,,,,,,,38.261303,-104.623032,PUEBLO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.07254,38.741714,873,Colorado Western Slope Counseling - 4th St.,211 W 4th Street,Delta,CO,81416,(970) 874-9180,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,"Assessment and Referral; Co-occurring; Family Treatment; Monitored Sobriety; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services",English,"HIV; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",,Self Pay,9:00AM - 5:00PM,,9:00AM - 7:00PM,,9:00AM - 7:00PM,,,38.741714,-108.07254,DELTA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-107.566994,38.8988300000001,874,Colorado Western Slope Counseling - Hwy 133,42218 Hwy 133,Paonia,CO,81428,(970) 874-9180,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,"Assessment and Referral; Family Treatment; Medication Assisted Therapy (MAT); Monitored Sobriety; Recovery Services; Prevention Services",English,"LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",,Self Pay,,9:00AM - 5:00PM,,,,,,38.89883,-107.566994,DELTA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.519875,39.0796659999999,875,Colorado West Psychiatric Hospital DBA Transitions at West Springs,515 28 3//4 Rd. Building B,Grand Junction,CO,81501,(970) 683-7072,,"72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Crisis Stabilization Unit",,,,Visually Impaired,,,,,,,,,39.079666,-108.519875,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.519875,39.0796659999999,876,Colorado West Psychiatric Hospital DBA West Springs Hospital - 28 3/4 Road,515 28 3/4 Road - WSH,Grand Junction,CO,81501,(970) 263-4918,,"Hospital; Emergency; Outpatient; 72-Hour Treatment & Evaluation",,"English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German",,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair",,,,,,,,,39.079666,-108.519875,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.819557,38.87096,877,"ComCor, Inc.-Nevada",2723 N. Nevada Blvd.,Colorado Springs,Colorado,80907,,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Resid",,"Co-occurring; Recovery Services",English,Offender,,,,,,,,,,38.87096,-104.819557,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.818085,38.8835220000001,878,"ComCor, Inc.-Roberts",3615 Roberts Road,Colorado Springs,CO,80907,(719) 473-4460,"Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment",,"Co-occurring; Recovery Services",English,Offender,,,,,,,,,,38.883522,-104.818085,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.28743,40.01482,879,Community Justice Services of Boulder County - 6 Street,1777 6 Street,Boulder,CO,80302,(303) 441-4789,"Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,English,"Men; Clients referred from Court/Judicial System",Wheelchair,Self Pay,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,,,40.01482,-105.28743,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.10128,40.1764640000001,880,Community Justice Services of Boulder County - Kimbark,1035 Kimbark Street,Longmont,CO,80501,(303) 441-4789,"Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,English,"Men; Clients referred from Court/Judicial System",Wheelchair,Self Pay,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,,,40.176464,-105.10128,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.001053,39.8573650000001,881,"Community Reach Center, Inc. / CSU",8801 Lipan St.,Thornton,CO,80260,,,"72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Crisis Stabilization Unit",Gambling Counselors,English,HIV,Deaf/Hard of Hearing,Medicaid,,,,,,,,39.857365,-105.001053,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.001053,39.8573650000001,882,"Community Reach Center, Inc. - IRT",8801 Lipan Street,Thornton,CO,80260,(303) 280-4050,"General Treatment; Clinically Managed Residential Detoxification; Clinically Managed Medium Intensity Residential Services; Medically Monitored Inpatient Detoxification",,"Assessment and Referral; Co-occurring; Family Treatment; Medication Assisted Therapy (MAT); Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; BiCultural",English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Self Pay; Sliding Fee Scale",,,,,,,,39.857365,-105.001053,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.018456,39.849064,883,Community Reach Center - (Detox),2551 W. 84th Ave.,Westminster,CO,80031,(303) 280-4000,Clinically Managed Residential Detoxification,,"Assessment and Referral; Co-occurring; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Self Pay",,,,,,,,39.849064,-105.018456,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.027061,39.834553,884,Community Reach Center - 76 Ave.,3031 West 76 Avenue,Westminster,CO,80030,(303) 853-3500,"Outpatient; General Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,,39.834553,-105.027061,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.996674,39.858772,885,Community Reach Center - 8989 Huron,8989 Huron,Thornton,CO,80206,(303) 853-3500,"Outpatient; Intensive Outpatient; General Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00AM,8:00AM - 8:00PM,,,39.858772,-104.996674,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.936714,39.827301,886,Community Reach Center Inc - 72nd Ave.,4371 E 72nd Avenue,Commerce City,CO,80022,(303) 853-3500,"Outpatient; Intensive Outpatient; General Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,,39.827301,-104.936714,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.996681,39.858006,887,Community Reach Center Inc - 8931 Huron,8931 Huron St,Thornton,CO,80260,(303) 853-3500,"Outpatient; Intensive Outpatient; General Treatment","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center","Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,,39.858006,-104.996681,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.800034,39.9836200000001,888,Community Reach Center Inc - Egbert,1850 E Egbert Street,Brighton,CO,80601,(303) 853-3500,"Outpatient; Intensive Outpatient; General Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,,39.98362,-104.800034,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.984955,39.9014020000001,889,Community Reach Center Inc - Highline,11285 Highline Drive,Northglenn,CO,80233,(303) 853-3500,"Outpatient; Intensive Outpatient; General Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Gambling Counselors; Prevention Services; Peer Services; BiCultural","English; Spanish; Cantonese; Mandarin; French; Cambodian; Mongolian; Polish; Russian; Ukrainian; Vietnamese; German","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,,,39.901402,-104.984955,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.10041,40.195896,890,"Community Solutions, Inc - 21st","420 21st Street, Suite 113",Longmont,CO,,(303) 834-9369,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,"Assessment and Referral; Co-occurring; Family Treatment; Drug or Alcohol Breath and Urine Screening; Prevention Services; Peer Services","English; Spanish","Older Adults; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System",Wheelchair,"Medicaid; Self Pay; Sliding Fee Scale",,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,40.195896,-105.10041,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.986465,39.752365,891,Comprehensive Behavioral Health Center-Champa,2217 Champa Street,Denver,CO,80205,(303) 398-9666,"Opioid Treatment Programs; Outpatient; Medication Assisted Therapy",,Medication Assisted Therapy (MAT),English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Medicaid; Self Pay",5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,5:30AM - 12:00PM,7:00AM - 11:00AM,,39.752365,-104.986465,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.875374,39.653118,892,Continuum Recovery of Colorado,"9725 E. Hampden Ave, Suite 308",Denver,CO,80231,(303) 339-0420,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Day Treatment (Partial Hospitalization)",,Gambling Counselors,English,,,Self Pay,,,,,,,,39.653118,-104.875374,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-103.958153,38.162155,893,Core Civic Life Line Addictions Trteatment - Hwy 96,6564 State Highway 96,Olney Springs,CO,81062,(719) 267-3548,"Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Recovery Services; Prevention Services",English,Offender,"Deaf/Hard of Hearing; Visually Impaired; Wheelchair",Sliding Fee Scale,8:00AM - 3:00PM,8:00AM - 3:00PM,8:00AM - 3:00PM,8:00AM - 3:00PM,8:00AM - 3:00PM,,,38.162155,-103.958153,CROWLEY,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.994453,39.7765769999999,894,Correctional Management Inc - 44th,570 West 44th Avenue,Denver,CO,80216,(303) 477-5190,"Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Medically Monitored Intensive Residential Treatment",,,,,,,,,,,,,,39.776577,-104.994453,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.981323,39.8018300000001,895,Correctional Psychology Associates,420 E. 58th Ave.,Denver,CO,80216,(720) 854-0262,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Co-occurring; Trauma Specific","English; Spanish; Mandarin","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian",Wheelchair,Self Pay,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,,,39.80183,-104.981323,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.267761,40.0169720000001,896,Correctional Psychology Associates - 21st St.,1770 21st Street,Boulder,CO,80302,(720) 854-0262,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,40.016972,-105.267761,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.969795,39.809086,897,Correctional Psychology Associates - 62nd Ave.,1450 E 62nd Ave,Denver,CO,80216,(720) 854-0262,"Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Co-occurring",English,"HIV; LGBT; Men; Military; Older Adults; Offender; Clients referred from Court/Judicial System; American Indian",Wheelchair,Self Pay,,,,,,,,39.809086,-104.969795,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
